text,label,label_name,clean_text
how do i change out a motherboard? i would like to change out the stock dell motherboard with a new msi motherboard? \n\nIs There anything i should know?,4,Computers & Internet,change motherboard would like change stock dell motherboard new msi motherboard nnis anything know
"How did the Navy ""peacoat"" receive the name ""peacoat?""? ",9,Politics & Government,navy peacoat receive name peacoat
As a singer Kumar Sanu is not seen nowadays. Do you want him to continue singing more songs in Bollywood? Blog on Kumar Sanu : http://kumarsanu.blogspot.com/\nYahoo Group on Kumar Sanu : http://launch.groups.yahoo.com/group/kumarsanulovers,7,Entertainment & Music,singer kumar sanu seen nowadays want continue singing songs bollywood blog kumar sanu group kumar sanu
Why did you eliminate  Add To My Calendar and Original Airdate from Yahoo TV listings? Not everybody has TIVO? Those two features were very good for VCR users like myself. \nTIVO is expensive and relatively few people have it. Most people still use VCRs and the Add To My Calendar and Original Airdate features were very handy in making a list of shows to record so you won't forget. Please restore those two features to Yahoo TV listings.,7,Entertainment & Music,eliminate add calendar original airdate yahoo listings everybody tivo two features good vcr users like ntivo expensive relatively people people still use vcrs add calendar original airdate features handy making list shows record wont forget please restore two features yahoo listings
what impact does pseudoscience have on consumers? ,1,Science & Mathematics,impact pseudoscience consumers
Why is my ethernet connection going at the lighting speed of 800 bytes? i mean bytes not kilibytes!? Is there a driver I need to install to use the ethernet card in the PCI slot?\nHelp!!,4,Computers & Internet,ethernet connection going lighting speed bytes mean bytes kilibytes driver need install use ethernet card pci slotnhelp
is wrong to be a married cd? ,0,Society & Culture,wrong married
"What does the ""Morning Star of the Reformation"" mean? ",3,Education & Reference,morning star reformation mean
is god lowerer case or upper case? ,0,Society & Culture,god lowerer case upper case
I need a birthday party idea for my girlfriend who will be 22. she wants to drink but not downtown bars.   ??? ,0,Society & Culture,need birthday party idea girlfriend wants drink downtown bars
i am looking for software where I can create videos that will expire within a certain timeframe? ,4,Computers & Internet,looking software create videos expire within certain timeframe
how is discovered the smoking ? usa or spinsh,2,Health,discovered smoking usa spinsh
Why do you Celebrate Christmas When.....? its a lie that Jesus was born on December 25th\n\nChristmas is the winter eqinox and the Pagan had a Winter Celebration for that time...,0,Society & Culture,celebrate christmas lie jesus born december thnnchristmas winter eqinox pagan winter celebration time
Why can't young people actually spell words out on here? I am sick of all of the lazy ass teenagers who don't spell words out completely. If you don't know how to spell the word there is a spell checker on here. Can anyone give me some insight into this as to why they do it.,0,Society & Culture,cant young people actually spell words sick lazy ass teenagers dont spell words completely dont know spell word spell checker anyone give insight
Do u know info about beethoven? I'm doin a music history project. Please help,6,Business & Finance,know info beethoven doin music history project please help
Does YIM have an EXPRESS version-meaning I use it online. And download NOTHING.? ,4,Computers & Internet,yim express versionmeaning use online download nothing
"Your advice...? We all know that usually the popular ppl are good at things like sports. I am considered a girl that is perfect at everything, but still ppl always comment about me and boys see  me as a little girl. I think that the theory of being good at sports makes u popular is false. I am the sports girl of my generation, always get high grades, going to be the main actress and singer of my school play, i'm thin (though that doesn't count at all),  and know as one of the artistic person in my class, bla bla bla...Still i am not popular, girls call me enrd and boys just kind of laugh at me. I really need help, still I know I always have my friends...Any advice to make my popularity grow??\nLC",8,Family & Relationships,advice know usually popular ppl good things like sports considered girl perfect everything still ppl always comment boys see little girl think theory good sports makes popular false sports girl generation always get high grades going main actress singer school play thin though doesnt count know one artistic person class bla bla blastill popular girls call enrd boys kind laugh really need help still know always friendsany advice make popularity grownlc
